16.7469054,-93.1148545,18/08/2018
16.7469054,-93.1148545,18/08/2018
16.7469054,-93.1148545,18/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7622748,-93.1086925,19/08/2018
16.7622748,-93.1086925,19/08/2018
16.7622748,-93.1086925,19/08/2018
16.7622748,-93.1086925,19/08/2018
16.7633679,-93.1080929,19/08/2018
16.7633679,-93.1080929,19/08/2018
16.7633679,-93.1080929,19/08/2018
16.7633679,-93.1080929,19/08/2018
16.7645725,-93.1077855,19/08/2018
16.7645725,-93.1077855,19/08/2018
16.7645725,-93.1077855,19/08/2018
16.7645725,-93.1077855,19/08/2018
16.7645725,-93.1077855,19/08/2018
16.7645725,-93.1077855,19/08/2018
16.7645725,-93.1077855,19/08/2018
16.7645725,-93.1077855,19/08/2018
16.7659572,-93.1097704,19/08/2018
16.7659572,-93.1097704,19/08/2018
16.7659572,-93.1097704,19/08/2018
16.7659572,-93.1097704,19/08/2018
16.7659572,-93.1097704,19/08/2018
16.7659572,-93.1097704,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7656846,-93.1095704,19/08/2018
16.7656846,-93.1095704,19/08/2018
16.7656846,-93.1095704,19/08/2018
16.7656846,-93.1095704,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7578087,-93.1110178,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7658123,-93.1098813,19/08/2018
16.7578087,-93.1110178,19/08/2018
