16.5656683333,-93.022155,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,24
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,20
16.5639683333,-93.0242216667,26
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,23
16.5639683333,-93.0242216667,20
16.5624616667,-93.0277983333,23
16.5624616667,-93.0277983333,25
16.5624616667,-93.0277983333,23
16.5624616667,-93.0277983333,21
16.5624616667,-93.0277983333,23
16.5650566667,-93.0493066667,23
16.5650566667,-93.0493066667,23
16.5650566667,-93.0493066667,21
16.5650566667,-93.0493066667,26
16.5742633333,-93.078265,23
16.5742633333,-93.078265,23
16.5742633333,-93.078265,23
16.5742633333,-93.078265,21
16.5742633333,-93.078265,23
16.5722916667,-93.1033916667,28
16.5407683333,-93.1176366667,23
16.5182416667,-93.1054466667,29
16.5182416667,-93.1054466667,18
16.4914133333,-93.1119533333,18
16.4914133333,-93.1119533333,23
16.4914133333,-93.1119533333,23
16.4914133333,-93.1119533333,18
16.46559,-93.12256,23
16.46559,-93.12256,29
16.46559,-93.12256,19
16.43925,-93.1306383333,21
16.43925,-93.1306383333,19
16.43925,-93.1306383333,23
16.43925,-93.1306383333,19
16.4132466667,-93.140375,23
16.4132466667,-93.140375,23
16.4132466667,-93.140375,23
16.4132466667,-93.140375,23
16.4132466667,-93.140375,21
16.3888583333,-93.15275,23
16.3888583333,-93.15275,21
16.3888583333,-93.15275,8
16.3888583333,-93.15275,20
16.3340666667,-93.2109666667,19
16.3111033333,-93.2349216667,19
16.3111033333,-93.2349216667,19
16.3111033333,-93.2349216667,21
16.3111033333,-93.2349216667,21
16.3111033333,-93.2349216667,20
16.3111033333,-93.2349216667,29
16.28858,-93.2578133333,23
16.28858,-93.2578133333,21
16.28858,-93.2578133333,23
16.28858,-93.2578133333,24
16.28858,-93.2578133333,21
16.28858,-93.2578133333,23
16.2718266667,-93.2833933333,21
16.2718266667,-93.2833933333,21
16.2718266667,-93.2833933333,21
16.2718266667,-93.2833933333,20
16.2718266667,-93.2833933333,20
16.259265,-93.3100933333,23
16.259265,-93.3100933333,15
16.256455,-93.340435,21
16.256455,-93.340435,23
16.256455,-93.340435,23
16.2592916667,-93.3695383333,21
16.2592916667,-93.3695383333,15
16.2592916667,-93.3695383333,23
16.2592916667,-93.3695383333,20
16.2592916667,-93.3695383333,23
16.2617783333,-93.3987833333,23
16.2617783333,-93.3987833333,23
16.2615283333,-93.4266933333,19
16.2615283333,-93.4266933333,23
16.2615283333,-93.4266933333,15
16.2608066667,-93.44876,23
16.2608066667,-93.44876,15
16.2608066667,-93.44876,15
16.2608066667,-93.44876,15
16.2608066667,-93.44876,15
16.2608066667,-93.44876,15
16.2608066667,-93.44876,15
16.2625166667,-93.4677066667,15
16.2625166667,-93.4677066667,15
16.2577633333,-93.62849,19
16.200455,-93.87149,21
16.2054783333,-93.9036483333,23
16.2114433333,-93.9363883333,23
16.2114433333,-93.9363883333,19
16.2114433333,-93.9363883333,19
16.2031883333,-93.9687466667,21
16.2031883333,-93.9687466667,21
16.2031883333,-93.9687466667,23
16.2031883333,-93.9687466667,16
16.21087,-93.9964383333,21
16.21087,-93.9964383333,15
16.2243933333,-93.9787216667,19
16.2243933333,-93.9787216667,21
16.2243933333,-93.9787216667,26
16.2243933333,-93.9787216667,23
16.2243933333,-93.9787216667,23
16.2009666667,-93.9841116667,23
16.2009666667,-93.9841116667,23
16.2009666667,-93.9841116667,21
16.2009666667,-93.9841116667,23
16.2009666667,-93.9841116667,23
16.2009666667,-93.9841116667,15
16.2009666667,-93.9841116667,15
16.2009666667,-93.9841116667,23
16.2193733333,-93.9912216667,20
16.2193733333,-93.9912216667,19
16.2193733333,-93.9912216667,20
16.2193733333,-93.9912216667,16
16.2193733333,-93.9912216667,23
16.2193733333,-93.9912216667,28
16.2193733333,-93.9912216667,23
16.2230333333,-93.9663866667,15
16.2230333333,-93.9663866667,24
16.2230333333,-93.9663866667,20
16.2230333333,-93.9663866667,23
16.2271783333,-93.95952,23
16.2271783333,-93.95952,20
16.2271783333,-93.95952,15
16.2271783333,-93.95952,15
16.2241766667,-93.985405,23
16.2241766667,-93.985405,15
16.2241766667,-93.985405,21
16.2241766667,-93.985405,19
16.2241766667,-93.985405,20
16.2241766667,-93.985405,21
16.2241766667,-93.985405,20
16.2161633333,-93.9674466667,18
16.2161633333,-93.9674466667,21
16.2161633333,-93.9674466667,23
16.2161633333,-93.9674466667,23
