16.5656683333,-93.022155,23,0
16.5656683333,-93.022155,152,0.0
16.5656683333,-93.022155,149,0.0
16.5639683333,-93.0242216667,23,291.0
16.5639683333,-93.0242216667,154,0.0
16.5639683333,-93.0242216667,153,0.0
16.5639683333,-93.0242216667,149,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,150,0.0
16.5639683333,-93.0242216667,151,0.0
16.5639683333,-93.0242216667,151,0.0
16.5639683333,-93.0242216667,151,0.0
16.5639683333,-93.0242216667,152,0.0
16.5639683333,-93.0242216667,149,0.0
16.5639683333,-93.0242216667,152,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,24,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,20,0.0
16.5639683333,-93.0242216667,72,0.0
16.5639683333,-93.0242216667,26,0.0
16.5639683333,-93.0242216667,30,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,23,0.0
16.5639683333,-93.0242216667,20,0.0
16.5624616667,-93.0277983333,23,417.0
16.5624616667,-93.0277983333,43,0.0
16.5624616667,-93.0277983333,25,0.0
16.5624616667,-93.0277983333,30,0.0
16.5624616667,-93.0277983333,23,0.0
16.5624616667,-93.0277983333,21,0.0
16.5624616667,-93.0277983333,23,0.0
16.5624616667,-93.0277983333,43,0.0
16.5650566667,-93.0493066667,43,2310.0
16.5650566667,-93.0493066667,23,0.0
16.5650566667,-93.0493066667,43,0.0
16.5650566667,-93.0493066667,23,0.0
16.5650566667,-93.0493066667,30,0.0
16.5650566667,-93.0493066667,21,0.0
