294,"['16.2627266667,-93.6006166667', '30/01/2020']"
295,"['16.2627266667,-93.6006166667', '30/01/2020']"
296,"['16.2627266667,-93.6006166667', '30/01/2020']"
297,"['16.2627266667,-93.6006166667', '30/01/2020']"
298,"['16.2627266667,-93.6006166667', '30/01/2020']"
299,"['16.2627266667,-93.6006166667', '30/01/2020']"
300,"['16.2627266667,-93.6006166667', '30/01/2020']"
301,"['16.2577633333,-93.62849', '30/01/2020']"
302,"['16.2577633333,-93.62849', '30/01/2020']"
303,"['16.2577633333,-93.62849', '30/01/2020']"
304,"['16.2577633333,-93.62849', '30/01/2020']"
305,"['16.2577633333,-93.62849', '30/01/2020']"
306,"['16.2577633333,-93.62849', '30/01/2020']"
307,"['16.2577633333,-93.62849', '30/01/2020']"
308,"['16.2577633333,-93.62849', '30/01/2020']"
309,"['16.2577633333,-93.62849', '30/01/2020']"
310,"['16.252095,-93.6552683333', '30/01/2020']"
311,"['16.252095,-93.6552683333', '30/01/2020']"
312,"['16.252095,-93.6552683333', '30/01/2020']"
313,"['16.252095,-93.6552683333', '30/01/2020']"
314,"['16.252095,-93.6552683333', '30/01/2020']"
315,"['16.252095,-93.6552683333', '30/01/2020']"
316,"['16.252095,-93.6552683333', '30/01/2020']"
317,"['16.252095,-93.6552683333', '30/01/2020']"
318,"['16.2449566667,-93.6778783333', '30/01/2020']"
319,"['16.2449566667,-93.6778783333', '30/01/2020']"
320,"['16.2449566667,-93.6778783333', '30/01/2020']"
321,"['16.2449566667,-93.6778783333', '30/01/2020']"
322,"['16.2449566667,-93.6778783333', '30/01/2020']"
323,"['16.2449566667,-93.6778783333', '30/01/2020']"
324,"['16.2449566667,-93.6778783333', '30/01/2020']"
325,"['16.2449566667,-93.6778783333', '30/01/2020']"
326,"['16.2449566667,-93.6778783333', '30/01/2020']"
327,"['16.2367266667,-93.7010966667', '30/01/2020']"
328,"['16.2367266667,-93.7010966667', '30/01/2020']"
329,"['16.2367266667,-93.7010966667', '30/01/2020']"
330,"['16.2367266667,-93.7010966667', '30/01/2020']"
331,"['16.2367266667,-93.7010966667', '30/01/2020']"
332,"['16.2367266667,-93.7010966667', '30/01/2020']"
333,"['16.2367266667,-93.7010966667', '30/01/2020']"
334,"['16.2367266667,-93.7010966667', '30/01/2020']"
335,"['16.23139,-93.725245', '30/01/2020']"
336,"['16.23139,-93.725245', '30/01/2020']"
337,"['16.23139,-93.725245', '30/01/2020']"
338,"['16.23139,-93.725245', '30/01/2020']"
339,"['16.23139,-93.725245', '30/01/2020']"
340,"['16.23139,-93.725245', '30/01/2020']"
341,"['16.23139,-93.725245', '30/01/2020']"
342,"['16.23139,-93.725245', '30/01/2020']"
343,"['16.23139,-93.725245', '30/01/2020']"
344,"['16.228155,-93.752155', '30/01/2020']"
345,"['16.228155,-93.752155', '30/01/2020']"
346,"['16.228155,-93.752155', '30/01/2020']"
347,"['16.228155,-93.752155', '30/01/2020']"
348,"['16.228155,-93.752155', '30/01/2020']"
349,"['16.228155,-93.752155', '30/01/2020']"
350,"['16.228155,-93.752155', '30/01/2020']"
351,"['16.228155,-93.752155', '30/01/2020']"
